type	index	image	round	question	A	B	C	D	answer
frg	718	data/figure/frg/2024-01-29--非金属材料-石英股份-公司首次覆盖报告：石英技术行业领先，下游放量成长加速_page31_图44集成电路晶圆制造工艺流程.jpg,data/figure/frg/2024-01-29--非金属材料-石英股份-公司首次覆盖报告：石英技术行业领先，下游放量成长加速_page13_图23高纯石英应用领域.jpg	1	假设石英股份公司计划扩大其在半导体领域的市场份额，基于图23和图44，以下哪项策略最有可能成功？	增加对光伏用石英玻璃材料及制品的投资	提高单晶硅制造的效率以降低成本	专注于研发新型光掩膜技术以提升产品性能	扩大电光源用石英玻璃材料及制品的生产规模	C
frg	719	data/figure/frg/2024-01-29--非金属材料-石英股份-公司首次覆盖报告：石英技术行业领先，下游放量成长加速_page30_图43石英玻璃在半导体产业链中主要应用于中游芯片制造环节.jpg,data/figure/frg/2024-01-29--非金属材料-石英股份-公司首次覆盖报告：石英技术行业领先，下游放量成长加速_page16_图29石英坩埚生产工艺流程.jpg	1	根据图1，石英玻璃在半导体产业链中主要应用于哪个环节？	芯片设计	芯片制造	芯片封测	下游需求	B
frg	720	data/figure/frg/2024-01-29--非金属材料-石英股份-公司首次覆盖报告：石英技术行业领先，下游放量成长加速_page30_图43石英玻璃在半导体产业链中主要应用于中游芯片制造环节.jpg,data/figure/frg/2024-01-29--非金属材料-石英股份-公司首次覆盖报告：石英技术行业领先，下游放量成长加速_page16_图29石英坩埚生产工艺流程.jpg	1	根据图2，石英坩埚生产流程中的最后一个步骤是什么？	电弧熔制	成品检验	包装	检验入库	D
frg	721	data/figure/frg/2024-01-29--非金属材料-石英股份-公司首次覆盖报告：石英技术行业领先，下游放量成长加速_page30_图43石英玻璃在半导体产业链中主要应用于中游芯片制造环节.jpg,data/figure/frg/2024-01-29--非金属材料-石英股份-公司首次覆盖报告：石英技术行业领先，下游放量成长加速_page16_图29石英坩埚生产工艺流程.jpg	1	结合图1和图2，如果石英股份的石英玻璃产品在芯片制造环节的需求增加，最有可能影响到其生产流程中的哪个步骤？	初洗	自动切边、倒角	电弧熔制	净化涂层	C
frg	722	data/figure/frg/2024-01-14--电网设备-崧盛股份-深度报告：智能基地投产降本增效，出海战略剑指世界舞台_page8_图表5崧盛股份股权结构截至2023Q3.jpg,data/figure/frg/2024-01-14--电网设备-崧盛股份-深度报告：智能基地投产降本增效，出海战略剑指世界舞台_page10_图表7LED照明上下游产业链及相关上市公司.jpg	1	根据图表7，LED照明产业链中游的驱动电源主要由哪些公司提供？	崧盛股份、英飞特、伊戈尔、可立克、鸣志电器、朗科智能	木林森、国新光电、鸿利智汇、万润科技	佛山照明、欧普照明、三雄极光、阳光照明、得邦照明、立达信、名家汇、爱克股份、豪尔赛、罗曼股份	捷捷微电、华润微、士兰微	A
frg	723	data/figure/frg/2024-01-14--电网设备-崧盛股份-深度报告：智能基地投产降本增效，出海战略剑指世界舞台_page8_图表5崧盛股份股权结构截至2023Q3.jpg,data/figure/frg/2024-01-14--电网设备-崧盛股份-深度报告：智能基地投产降本增效，出海战略剑指世界舞台_page10_图表7LED照明上下游产业链及相关上市公司.jpg	1	假设崧盛股份在2024年的净利润增长率为20%，且其市盈率保持不变，那么其股价将如何变化？	股价将上涨20%	股价将下跌20%	股价将保持不变	无法确定，需要更多信息	A
frg	724	data/figure/frg/2024-01-29--非金属材料-石英股份-公司首次覆盖报告：石英技术行业领先，下游放量成长加速_page14_图26光伏石英产业链主要企业.jpg,data/figure/frg/2024-01-29--非金属材料-石英股份-公司首次覆盖报告：石英技术行业领先，下游放量成长加速_page13_图23高纯石英应用领域.jpg	1	根据图26，以下哪个企业不属于高纯石英砂供应商？	SIBELCO	THE QUARTZ CORP	LONGi	Russian Quartz	C
frg	725	data/figure/frg/2024-01-29--非金属材料-石英股份-公司首次覆盖报告：石英技术行业领先，下游放量成长加速_page14_图26光伏石英产业链主要企业.jpg,data/figure/frg/2024-01-29--非金属材料-石英股份-公司首次覆盖报告：石英技术行业领先，下游放量成长加速_page13_图23高纯石英应用领域.jpg	1	根据图23，高纯石英在半导体生产基材中的应用包括哪些？	石英锭、石英筒	电弧石英坩埚	石英管、石英棒	镜头、耐酸容器	A
frg	726	data/figure/frg/2024-01-29--非金属材料-石英股份-公司首次覆盖报告：石英技术行业领先，下游放量成长加速_page14_图26光伏石英产业链主要企业.jpg,data/figure/frg/2024-01-29--非金属材料-石英股份-公司首次覆盖报告：石英技术行业领先，下游放量成长加速_page13_图23高纯石英应用领域.jpg	1	假设某投资者计划投资光伏产业链，根据图26和图23，以下哪种策略可能最有效？	集中投资于单个高纯石英砂供应商	分散投资于多家光伏电池组件制造商	选择性投资于具有垂直整合能力的企业	仅投资于半导体用石英玻璃材料及制品	C
frg	727	data/figure/frg/2024-01-19--美容护理-丸美股份-首次覆盖报告：主品牌蓄力调整可期，恋火打开彩妆第二增长曲线_page5_图6丸美股份股权结构截至2023年9月30日.jpg,data/figure/frg/2024-01-19--美容护理-丸美股份-首次覆盖报告：主品牌蓄力调整可期，恋火打开彩妆第二增长曲线_page20_图27公司线上转型历程.jpg	1	根据图1，广东丸美生物技术股份有限公司的最大股东是谁？	孙怀庆	王晓蒲	凯石基金	全国社保基金	A
frg	728	data/figure/frg/2024-01-19--美容护理-丸美股份-首次覆盖报告：主品牌蓄力调整可期，恋火打开彩妆第二增长曲线_page5_图6丸美股份股权结构截至2023年9月30日.jpg,data/figure/frg/2024-01-19--美容护理-丸美股份-首次覆盖报告：主品牌蓄力调整可期，恋火打开彩妆第二增长曲线_page20_图27公司线上转型历程.jpg	1	根据图2，2021年丸美股份在组织架构调整方面采取了什么措施？	将‘丸美天猫旗舰店’由第三方代运营调整为自营	自建超200人的电商团队，发力线上自营	成立‘内容电商部’、‘平台电商部’、‘会员部’三个板块	优化直播流程与机制，精炼直播的内容话术，加强主播的培训与学习	B
frg	729	data/figure/frg/2024-01-19--美容护理-丸美股份-首次覆盖报告：主品牌蓄力调整可期，恋火打开彩妆第二增长曲线_page5_图6丸美股份股权结构截至2023年9月30日.jpg,data/figure/frg/2024-01-19--美容护理-丸美股份-首次覆盖报告：主品牌蓄力调整可期，恋火打开彩妆第二增长曲线_page20_图27公司线上转型历程.jpg	1	结合图1和图2，如果广东丸美生物技术股份有限公司计划进一步扩大其市场份额，以下哪种策略最有可能成功？	增加线下店铺数量	继续优化直播流程与机制，提升直播效果	减少研发投入，降低成本	出售部分子公司以获取资金	B
frg	730	data/figure/frg/2024-03-01--汽车零部件-星宇股份-自主车灯龙头的复盘与展望_page35_图36前照灯装配工艺流程图.jpg,data/figure/frg/2024-03-01--汽车零部件-星宇股份-自主车灯龙头的复盘与展望_page32_图27车灯是车型换代升级的必改项.jpg	1	根据图36，前照灯装配工艺流程中，哪一步骤是安装配光镜的前置步骤？	灯体上各种调光机构与固定机构的安装	前照灯反射镜安装	灯体上热溶胶涂布	安装夹持器	C
frg	731	data/figure/frg/2024-03-01--汽车零部件-星宇股份-自主车灯龙头的复盘与展望_page35_图36前照灯装配工艺流程图.jpg,data/figure/frg/2024-03-01--汽车零部件-星宇股份-自主车灯龙头的复盘与展望_page32_图27车灯是车型换代升级的必改项.jpg	1	根据图27，特斯拉Model 3在2022、2023款全系标配了哪种类型的LED前大灯？	矩阵式LED前大灯	卤素前大灯	像素ADB前大灯	标准LED前大灯	A
frg	732	data/figure/frg/2024-03-01--汽车零部件-星宇股份-自主车灯龙头的复盘与展望_page34_图34注塑成型工艺流程图.jpg,data/figure/frg/2024-03-01--汽车零部件-星宇股份-自主车灯龙头的复盘与展望_page34_图33车灯产品的工艺生产流程.jpg	1	根据图34，注塑成型工艺流程中，哪个步骤是将熔融塑化物料注入模具？	加料	注射、充模、保压	冷却定型	制品脱模及卸料	B
frg	733	data/figure/frg/2024-03-01--汽车零部件-星宇股份-自主车灯龙头的复盘与展望_page34_图34注塑成型工艺流程图.jpg,data/figure/frg/2024-03-01--汽车零部件-星宇股份-自主车灯龙头的复盘与展望_page34_图33车灯产品的工艺生产流程.jpg	1	根据图33，产品设计阶段的主要任务是什么？	专用设备制造	产品结构设计	表面特殊处理	焊接	B
frg	734	data/figure/frg/2024-03-01--汽车零部件-星宇股份-自主车灯龙头的复盘与展望_page34_图34注塑成型工艺流程图.jpg,data/figure/frg/2024-03-01--汽车零部件-星宇股份-自主车灯龙头的复盘与展望_page34_图33车灯产品的工艺生产流程.jpg	1	结合图33和图34，如果星宇股份希望提高车灯产品的生产效率，以下哪种措施最有可能实现这一目标？	优化产品结构设计以减少模具加工时间	增加注塑机的数量以提高加料速度	改进表面特殊处理工艺以缩短冷却定型时间	采用更先进的装配线以提高焊接和连接效率	A
frg	735	data/figure/frg/2024-01-29--非金属材料-石英股份-公司首次覆盖报告：石英技术行业领先，下游放量成长加速_page24_图36高纯石英砂生产工艺流程.jpg,data/figure/frg/2024-01-29--非金属材料-石英股份-公司首次覆盖报告：石英技术行业领先，下游放量成长加速_page14_图25光伏产业链构成.jpg	1	根据图36，高纯石英砂生产工艺流程中，预处理阶段包括哪些步骤？	粗碎、细碎、磨矿	浮选、磁选、粒度分选	高温氯化、酸浸处理、高温煅烧	优选矿石、实验室模拟、矿石质量判别	A
frg	736	data/figure/frg/2024-01-29--非金属材料-石英股份-公司首次覆盖报告：石英技术行业领先，下游放量成长加速_page24_图36高纯石英砂生产工艺流程.jpg,data/figure/frg/2024-01-29--非金属材料-石英股份-公司首次覆盖报告：石英技术行业领先，下游放量成长加速_page14_图25光伏产业链构成.jpg	1	根据图25，光伏产业链的下游产品有哪些？	单晶硅棒、多晶硅锭	单晶电池、多晶电池	薄膜光伏组件、晶硅光伏组件	光伏发电系统、逆变器	D
frg	737	data/figure/frg/2024-01-29--非金属材料-石英股份-公司首次覆盖报告：石英技术行业领先，下游放量成长加速_page24_图36高纯石英砂生产工艺流程.jpg,data/figure/frg/2024-01-29--非金属材料-石英股份-公司首次覆盖报告：石英技术行业领先，下游放量成长加速_page14_图25光伏产业链构成.jpg	1	结合图36和图25，如果石英股份公司计划扩大其在光伏产业中的市场份额，以下哪种策略最有可能成功？	增加对上游多晶硅材料的投资	提高高纯石英砂的生产效率和质量	专注于研发更高效的单晶电池技术	扩大下游光伏发电系统的安装规模	B
frg	738	data/figure/frg/2024-02-29--化学制品-永和股份-周期与成长共振的氟化工一体化企业_page4_图表1公司实现氟化工产业链一体化布局.jpg,data/figure/frg/2024-02-29--化学制品-永和股份-周期与成长共振的氟化工一体化企业_page10_图表13萤石是氟化工产业链的起点.jpg	1	根据图表1，永和股份的氟化工产业链一体化布局中，萤石矿开采后的主要产品是什么？	二氯甲烷	氢氟酸	三氯甲烷	电子级氢氟酸	B
